單字,翻譯
mock,(adj.)假的、假裝的、模擬的
mode,(n.)方式、型、模式
model,(v.)塑像、當模特兒
model,(n.)模型、模特兒
moderate,(adj.)中等的、適度的
modern,(adj.)現代的
modernization,(n.)現代化、現代化的事物
modernize,(v.)使現代化
modest,(adj.)審慎的、適度的
modesty,(n.)謙遜、虛心
modify,(v.)更改、修改
moist,(adj.)潮濕的、微濕的
moisture,(n.)濕氣
mold,(n.)模子、鑄型、模製品、霉
mold,(v.)鑄造、塑造、發霉
molecule,(n.)分子、微小顆粒
mom,(n.)母親
moment,(n.)片刻
momentum,(n.)動量、氣勢、動力
mommy,(n.)母親
monarch,(n.)君主
money,(n.)錢
monitor,(v.)監控、監聽、監測
monitor,(n.)監視器
monk,(n.)修道士、僧侶
monkey,(n.)猴子
monopoly,(n.)獨佔、專賣、壟斷
monotonous,(adj.)單調的、無變化的
monotony,(n.)單調、千篇一律
monster,(n.)怪物
monstrous,(adj.)怪異的、駭人聽聞的、巨大的
month,(n.)月份
monthly,(n.)月刊
monthly,(adv.)每月、每月一次
monthly,(adj.)每月的、每月一次的
monument,(n.)紀念碑、紀念塔、紀念館
mood,(n.)心情、心境、情緒
moon,(n.)月亮
mop,(v.)拖洗、擦去
mop,(n.)拖把
moral,(n.)道德、品行
moral,(adj.)道德(上)的
morale,(n.)士氣、鬥志、道德
morality,(n.)道德、倫理、寓意
more,(adj.)更多的
more,(adv.)更多、另外、再
moreover,(adv.)並且、加之、此外
morning,(n.)早晨
mortal,(adj.)會死的、凡人的、致命的、極度的
mortal,(n.)人、凡人
mosquito,(n.)蚊子
moss,(v.)以苔覆蓋、使長滿苔蘚
moss,(n.)苔蘚、泥炭沼澤
most,(adj.)最多的、大部分的
most,(adv.)最、最多、非常、很
mostly,(adv.)一般地、通常
motel,(n.)汽車旅館
moth,(n.)蛾、蠹、蛀蟲
mother,(v.)生下、產生出
mother,(n.)母親
motherhood,(n.)母性、(總稱)母親們
motion,(n.)移動
motion,(v.)打手勢、搖(或點)頭示意、擺動、走
motivate,(v.)給...動機、刺激
motivation,(n.)刺激、推動
motive,(n.)動機、主旨
motor,(n.)馬達、發動機
motorcycle,(n.)機車
motto,(n.)座右銘、格言
mound,(v.)築牆防衛、堆起、 積成堆
mound,(n.)土墩、墳堆、小丘、投手的踏板
mount,(v.)登上、騎上、鑲嵌、發動(攻勢)
mount,(n.)騎、可乘騎的東西、底座、山丘
mountain,(n.)山
mountainous,(adj.)多山的、巨大的
mourn,(v.)哀痛、哀悼
mournful,(adj.)憂傷的、悲切的
mouse,(n.)老鼠、 滑鼠
mouth,(v.)誇大地說話
mouth,(n.)嘴巴
mouthpiece,(n.)樂器的吹口、電話的送話口、代言人
movable,(adj.)可動的、可移動的
move,(v.)移動
movement,(n.)動作
movie,(n.)電影
mow,(v.)刈(草坪等)上的草
mower,(n.)割草機、收割機
much,(adv.)非常、很、差不多、幾乎
much,(adj.)很多的
mud,(n.)泥巴
muddy,(adj.)多爛泥的、泥濘的
mudslide,(n.)塌方、山崩
mug,(n.)(有柄)大杯子
mule,(n.)騾、固執的人
multiple,(adj.)複合的、多樣的
multiply,(v.)乘、使相乘
mumble,(n.)含糊的話、咕噥
mumble,(v.)含糊地說、咕噥
mummy,(n.)木乃伊、(兒語)媽媽
municipal,(adj.)市的、市政的
murder,(v.)謀殺、兇殺
murder,(n.)謀殺、兇殺
murderer,(n.)謀殺犯、兇手
murmur,(n.)低聲抱怨
murmur,(v.)私下抱怨、咕噥
muscle,(n.)肌、肌肉
muscular,(adj.)肌肉的、健壯的
muse,(n.)沈思、冥想
museum,(n.)博物館
mushroom,(v.)雨後春筍般地湧現
mushroom,(n.)蘑菇
music,(n.)音樂
musical,(n.)歌舞劇、音樂片
musical,(adj.)音樂的
musician,(n.)音樂家
must,(v.)必須
must,(n.)必須做的事、不可少的事物
mustache,(n.)髭、小鬍子
mustard,(n.)芥末、芥菜、芥末色
mute,(v.)消除(聲音)、減輕(聲音)
mute,(n.)啞巴、弱音器
mute,(adj.)沈默的、啞的
mutter,(n.)咕噥、抱怨
mutter,(v.)咕噥、抱怨
mutton,(n.)羊肉
mutual,(adj.)相互的、共同的
mysterious,(adj.)神祕的、不可思議的
mystery,(n.)神祕、祕密
myth,(n.)神話、虛構的人(或事物)
mythology,(n.)(總稱)神話
nag,(v.)使煩惱、糾纏不休、不斷嘮叨
nag,(n.)好嘮叨的人
nail,(v.)將...釘牢、捕獲、揭露、擊、打
nail,(n.)釘子、指甲
naive,(adj.)天真的、幼稚的、輕信的
naked,(adj.)裸體的
name,(v.)給...取名、列舉
name,(n.)名字
namely,(adv.)即、那就是
nanny,(n.)保姆
nap,(n.)打盹兒
nap,(v.)打盹、小睡
napkin,(n.)餐巾
narrate,(v.)講(故事)、敘述、作旁白
narrative,(adj.)敘事的、故事形式的
narrative,(n.)記敘文、故事、敘述
narrator,(n.)解說員、敘述者
narrow,(adj.)窄的
narrow,(v.)變窄、收縮、減少
nasty,(adj.)齷齪的、卑鄙的、難處理的
nation,(n.)國家
national,(adj.)國家的
nationalism,(n.)民族主義、國家主義
nationality,(n.)國籍
native,(adj.)本土的、本國的
native,(n.)土著、原住民
natural,(adj.)天然的
naturalist,(n.)博物學家
nature,(n.)自然
naughty,(adj.)頑皮的
naval,(adj.)海軍的
navel,(n.)肚臍、中央、中心
navigate,(v.)航行於、飛行於、操縱、導航
navigation,(n.)航海、航空、導航
navy,(n.)海軍
near,(adj.)近的
near,(v.)近、接近、幾乎、差不多
near,(prep.)接近
near,(adv.)近地
nearby,(adv.)在附近
nearby,(adj.)附近的
nearly,(adv.)幾乎、差不多、密切地、親密地
nearsighted,(adj.)近視的
neat,(adj.)整潔的、整齊的
necessary,(adj.)需要的
necessity,(n.)必需品
neck,(n.)脖子
neck,(v.)摟著脖子親吻、變細、變狹窄
necklace,(n.)項鍊
necktie,(n.)領帶
need,(v.)需要
need,(v.)(用於疑問句和否定句)需要、必須
need,(n.)需要、需求、貧窮
needle,(v.)(用話)刺激、挑逗、用針縫
needle,(n.)針
needy,(adj.)貧窮的
negative,(n.)否定語、負數、陰電、底片
negative,(adj.)否定的、負面的
neglect,(v.)忽視、忽略
neglect,(n.)忽略、疏忽、疏漏
negotiate,(v.)談判、協商
negotiation,(n.)談判、協商
neighbor,(v.)與...為鄰
neighbor,(n.)鄰居
neighborhood,(n.)近鄰
neither,(adv.)也不
neither,(conj.)也不
neither,(adj.)兩者都不
neon,(n.)氖、霓虹燈
nephew,(n.)侄子、外甥
nerve,(n.)神經
nervous,(adj.)緊張的
nest,(n.)巢
nest,(v.)築巢、巢居、伏窩
net,(n.)網子
net,(v.)用網捕、使淨賺
network,(n.)電視網、電腦網絡
neutral,(n.)中立者、中立國、空檔
neutral,(adj.)中立的、中立國的、空檔的
never,(adv.)永不
nevertheless,(v.)仍然、不過、然而
new,(adj.)新的
newlywed,(n.)新結婚的人
news,(n.)新聞
newscast,(n.)新聞廣播
newscaster,(n.)新聞廣播員
newspaper,(n.)報紙
next,(adv.)接下去、然後、下次、第二
next,(adj.)下一個
nibble,(v.)一點點地咬(或吃)
nibble,(n.)細咬、啃、少量
nice,(adj.)好的
nickel,(v.)鍍鎳於
nickel,(n.)鎳、五分鎳幣
nickname,(v.)給...起綽號
nickname,(n.)綽號、渾名
niece,(n.)侄女、外甥女
night,(n.)夜晚
nightingale,(n.)夜鶯
nightmare,(n.)夢魘、惡夢
nine,(adj.)九的
nine,(n.)九
nineteen,(n.)十九
nineteen,(adj.)十九的
ninety,(n.)九十
ninety,(adj.)九十的
no,(adj.)沒有、不
no,(adv.)不
no,(n.)不、沒有、拒絕、反對票
noble,(adj.)崇高的、宏偉的
noble,(n.)貴族
nobody,(n.)無名小子
nod,(v.)點頭
nod,(n.)點頭
noise,(n.)噪音
noisy,(adj.)喧鬧的
nominate,(v.)提名、任命
nomination,(n.)提名、任命
nominee,(n.)被提名人
none,(adv.)毫不、決不
nonetheless,(adv.)但是、仍然
nonsense,(n.)胡說、胡鬧
nonviolent,(adj.)非暴力的
noodle,(n.)麵
noon,(n.)中午
nope,(adv.)(否定的答話)不是、沒有、不可以
nor,(conj.)亦不
norm,(n.)基準、規範、定額
normal,(adj.)正常的、正規的
north,(adv.)向北方
north,(adj.)北方的
north,(n.)北方
northern,(adj.)北方的、向北方的
nose,(v.)探問、探著、引導、嗅、聞
nose,(n.)鼻子
nostril,(n.)鼻孔
not,(adv.)不
notable,(n.)名人、顯要人物
notable,(adj.)值得注意的、顯著的
note,(n.)筆記、音符、記錄、便條
note,(v.)注意、記下
notebook,(n.)筆記本
nothing,(n.)無事、無物、沒什麼
notice,(v.)注意到、通知
notice,(n.)注意、通知
noticeable,(adj.)顯而易見的、顯著的
notify,(v.)通知、公佈
notion,(n.)概念、想法、打算
notorious,(adj.)惡名昭彰的
noun,(n.)名詞
nourish,(v.)養育、滋養
nourishment,(n.)食物、營養品、養育、滋養
novel,(adj.)新的、新穎的、新奇的
novel,(n.)小說
novelist,(n.)小說家
novice,(n.)新手、初學者
now,(n.)現在、目前、此刻
now,(adv.)現在
nowadays,(adv.)現今、時下
nowhere,(adv.)任何地方都不
nuclear,(adj.)原子能的、細胞核的
nucleus,(n.)(原子)核、細胞核、核心
nude,(n.)裸體畫像、裸體
nude,(adj.)裸的、與生俱有的
nuisance,(n.)討厭的人(或事物)、騷擾行為
number,(v.)編號、總數達到、共計
number,(n.)號碼、數字
numerous,(adj.)許多的、很多的
nun,(n.)修女、尼姑
nurse,(n.)護士
nurse,(v.)看護、護理、給...餵奶、培育、當奶媽
nursery,(n.)托兒所、苗圃
nurture,(v.)養育、培育
nurture,(n.)營養物、養育、培育
nut,(n.)核果
nutrient,(adj.)營養的、滋養的
nutrient,(n.)營養物、滋養物
nutrition,(n.)營養、滋養
nutritious,(adj.)有營養的
nylon,(n.)尼龍
o'clock,(n.)點鐘
oak,(n.)橡樹
oar,(n.)槳、櫓、划手
oasis,(n.)(沙漠中)的綠洲
oath,(n.)誓言、宣誓
oatmeal,(n.)燕麥片、燕麥粥
obedience,(n.)服從、順從
obedient,(adj.)服從的、順從的
obey,(v.)服從
object,(n.)物件
object,(v.)反對
objection,(n.)反對、異議
objective,(n.)目的、目標
objective,(adj.)客觀的
obligation,(n.)(道義上或法律上的)義務
oblige,(v.)使不得不、迫使、施恩於
oblong,(n.)橢圓形
oblong,(adj.)橢圓形的
obscure,(adj.)暗的、模糊的、偏僻的、微賤的
obscure,(v.)使變暗、遮掩、使難理解
observation,(n.)觀察、觀測
observe,(v.)看到、觀察
observer,(n.)觀察員、奉行者
obstacle,(n.)障礙(物)、妨礙
obstinate,(adj.)頑固的、頑強的
obtain,(v.)得到、獲得
obvious,(adj.)明顯的、顯著的
occasion,(v.)引起、惹起
occasion,(n.)場合、時刻
occasional,(adj.)偶爾的、非經常的
occupation,(n.)工作、職業、佔領、佔用
occupy,(v.)佔領、佔據
occur,(v.)發生、出現
occurrence,(n.)發生、出現、事件
ocean,(n.)海洋
octopus,(n.)章魚
odd,(adj.)奇特的、古怪的、單數的
odds,(n.)機會、可能性、投注賠率、不和
odor,(n.)氣味
of,(prep.)…的、屬於
off,(adj.)離去的、偏離的、休假的、關著的
off,(adv.)脫下
off,(prep.)離去
offend,(v.)冒犯、觸怒
offense,(n.)進攻、攻擊、冒犯、觸怒
offensive,(adj.)冒犯的、唐突的
offer,(n.)提供、提議、出價、報價
offer,(v.)提供
offering,(n.)提供、供奉、捐獻物、供物、課程
office,(n.)辦公室
officer,(n.)軍官、官員
official,(adj.)官方的、法定的
official,(n.)官員、公務員
offspring,(n.)子女、子孫、後代
often,(adv.)常常
oil,(v.)給...加潤滑油、賄賂
oil,(n.)油
okay,(v.)對、很好地、批准、認可
okay,(adj.)對、可以、不錯
okay,(n.)同意、批准
okay,(adv.)對、很好地、不錯
old,(adj.)年老的
olive,(n.)橄欖、橄欖色
olive,(adj.)橄欖的、橄欖色的
omit,(v.)略過
on,(adv.)繼續、向前、開著、、在進行中
on,(prep.)在…上面
once,(adv.)一次
once,(n.)一次、一回
once,(conj.)一旦、一經...便
one,(adj.)一個的
one,(n.)一、一個人、一件事物
onion,(n.)洋蔥
only,(conj.)可是、不過、要不是、若非
only,(adv.)只、僅僅、才、不料、反而
onto,(prep.)到...之上、向...之上
open,(adj.)打開的、空曠的、未定的、營業的、公開的
open,(n.)戶外、野外、曠野、空地、公開賽
open,(v.)打開
opera,(n.)歌劇
operate,(v.)運作、運轉、動手術
operation,(n.)手術、操作
operational,(adj.)操作上的、經營上的
operator,(n.)接線生、運算符號
opinion,(n.)意見
opponent,(n.)對手、敵手、反對者
opportunity,(n.)機會、良機
oppose,(v.)反對
opposite,(adj.)相反的、對立的
opposite,(adv.)在對面、在對過
opposite,(n.)對立物
opposite,(prep.)在...對面
opposition,(n.)反對、反抗
oppress,(v.)壓迫、壓制
oppression,(n.)壓迫、壓制
optimism,(n.)樂觀、樂觀主義
optimistic,(adj.)樂觀的
option,(n.)選擇、選擇權
optional,(adj.)隨意的、非必須的
or,(conj.)或
oral,(n.)口試
oral,(adj.)口頭的、口述的、口部的
orange,(adj.)橙色的
orange,(n.)柳橙、橙色
orbit,(v.)繞軌道運行
orbit,(n.)運行軌道
orchard,(n.)果樹園、果樹林
orchestra,(n.)管弦樂隊
ordeal,(n.)嚴峻考驗、折磨
order,(v.)點菜、訂購
order,(n.)定單
orderly,(adj.)整齊的、有條理的
orderly,(n.)勤務員、護理員
ordinary,(adj.)平常的
organ,(n.)器官
organic,(adj.)有機的
organism,(n.)生物、有機體
organization,(n.)組織
organize,(v.)使有條理、安排
organizer,(n.)組織者、萬用記事本
orient,(v.)使...朝東、定方位、使熟悉情況
orient,(n.)亞洲國家(尤指東亞)
oriental,(adj.)(珍珠等)光輝奪目的、優質的
oriental,(n.)東方人、亞洲人
origin,(n.)起源、由來
original,(adj.)最初的、本來的、原始的
original,(n.)原著、原畫、原版
originality,(n.)創造力、獨創性、創見、創舉
originate,(v.)發源、來自
ornament,(n.)裝飾品、裝飾
ornament,(v.)裝飾、美化
orphan,(v.)使成孤兒
orphan,(n.)孤兒
orphanage,(n.)孤兒院、孤兒身分
ostrich,(n.)駝鳥、有駝鳥心理的人
other,(adj.)其他的
otherwise,(adv.)除此以外、否則、不然
ought,(v.)應當、應該
ounce,(n.)盎司、英兩
out,(adj.)在外的
out,(prep.)通過...而出
out,(adv.)在外地
out,(v.)出現、問世、顯露
out,(n.)託辭、(棒球等)出局
outbreak,(n.)爆發、暴動
outcome,(n.)結果、結局
outdo,(v.)勝過、超越
outdoor,(adj.)戶外的、露天的、野外的
outdoors,(adv.)在戶外、在野外、在露天、往戶外
outer,(adj.)外面的、外表的
outfit,(v.)裝備、配備、供給
outfit,(n.)全套(工具、衣物等)
outgoing,(adj.)直率的、往外的、即將離職的、友善的
outing,(n.)遠足、郊遊
outlaw,(n.)罪犯、亡命之徒
outlaw,(v.)宣佈...為不合法、禁止
outlet,(n.)出口、出路、商店
outline,(v.)概述、略述
outline,(n.)外形、輪廓
outlook,(n.)觀點、展望、風光、瞭望
outnumber,(v.)數量上超過
output,(v.)生產、使出、輸出
output,(n.)出產、生產、產量
outrage,(n.)暴行、不法行為、凌辱、義憤
outrage,(v.)激起義憤、激怒、施暴行
outrageous,(adj.)可恥的、無法無天的、令人吃驚的
outright,(adv.)全部地、無保留地、公然
outright,(adj.)全部的、直率的、公開的
outset,(n.)最初、開始、開端
outside,(n.)外面、外部、外側、外表
outside,(adj.)外邊的、外部的
outside,(prep.)在外
outside,(adv.)外面地
outsider,(n.)外人、門外漢、局外人
outskirts,(n.)(複數)郊外、郊區
outstanding,(adj.)傑出的、未償付的
outward,(adv.)向外、出海、出港
outward,(adj.)向外的、往外去的
outwards,(adv.)向外、出海、出港、顯而易見地
oval,(adj.)卵形的、橢圓形的
oval,(n.)卵形(物)
oven,(n.)烤箱
over,(adv.)在上方、越過、過分、太、再一次
over,(prep.)在…之上
overall,(adj.)總的、全部的、全面的
overall,(adv.)總的來說、大體上
overall,(n.)工作褲、工作服、防護服
overcoat,(n.)外套、大衣
overcome,(v.)戰勝、克服
overdo,(v.)把...做得過分、使過於疲勞
overeat,(v.)吃得過飽
overflow,(v.)滿(或多)得溢出
overflow,(n.)溢出、過剩、泛濫
overhead,(adv.)在頭頂上、在上頭、高高地
overhead,(n.)經常費用、天花板
overhead,(adj.)在上頭的、高架的
overhear,(v.)無意中聽到、偷聽
overlap,(v.)與...部分重疊
overlap,(n.)重疊
overlook,(v.)眺望、俯瞰
overnight,(adj.)通宵、整夜
overnight,(adv.)一整夜的
overpass,(n.)天橋
overseas,(adj.)國外的
overseas,(adv.)在海外
oversleep,(v.)睡過頭
overtake,(v.)追上、趕上、超過
overthrow,(v.)打倒、推翻、廢除
overturn,(v.)使翻轉、翻倒、推翻
overturn,(n.)翻轉、傾覆、周轉、流通
overwhelm,(v.)壓倒、征服、使受不了
overwork,(n.)過於繁重的工作、過勞
overwork,(v.)使工作過度、使過勞、過度使用
owe,(v.)欠(債等)、應給予、應該做
owl,(n.)貓頭鷹
own,(adj.)自己的
own,(v.)擁有
owner,(n.)物主
ownership,(n.)物主身分、所有權
ox,(n.)公牛
oxygen,(n.)氧、氧氣
oyster,(n.)牡蠣、沈默寡言的人
ozone,(n.)臭氧
pa,(n.)爸
pace,(v.)踱步於
pace,(n.)步速、速度、進度
pacific,(n.)(大寫) 太平洋
pacific,(adj.)(大寫) 太平洋的、 愛好和平的、 溫和的、平靜的
pack,(v.)包裝
pack,(n.)一小包
package,(n.)包裹
package,(v.)把...打包、包裝
packet,(n.)小包(裹)、小捆、小袋
pact,(n.)契約、協定
pad,(n.)墊、襯墊、護墊、鞍墊
pad,(v.)填塞、襯填
paddle,(v.)用槳划(船)
paddle,(n.)槳、(桌球的)球拍
page,(n.)頁
pail,(n.)桶、提桶
pain,(n.)疼痛、痛苦
pain,(v.)使煩惱、使痛苦、使疼痛
painful,(adj.)痛的
paint,(n.)油漆、塗料
paint,(v.)畫圖、油漆
painter,(n.)油漆匠、畫家
painting,(n.)油畫、水彩畫
pair,(v.)成對、配對
pair,(n.)一副
pajamas,(n.)睡衣
pal,(n.)伙伴、好友
palace,(n.)皇宮、宮殿
pale,(adj.)蒼白的、黯淡的
palm,(n.)手掌、手心
pamphlet,(n.)小冊子
pan,(n.)平鍋
pancake,(n.)薄煎餅、薄烤餅
panda,(n.)貓熊
pane,(n.)窗玻璃片、窗格、嵌板
panel,(n.)鑲板、壁板、專門小組
panic,(v.)使恐慌
panic,(n.)恐慌、驚慌
pants,(n.)褲子
papa,(n.)爸爸
papaya,(n.)木瓜
paper,(n.)紙張
paper,(v.)用紙包、掩蓋、粉飾
parachute,(v.)傘降、跳傘
parachute,(n.)降落傘
parade,(n.)行列、遊行
parade,(v.)在...遊行
paradise,(n.)樂園
paradox,(n.)自相矛盾的議論
paragraph,(n.)(文章的)段、節
parallel,(adj.)平行的、同方向的
parallel,(v.)與...平行、比得上
parallel,(n.)平行線、平行面
paralyze,(v.)使麻痺、使癱瘓
parcel,(n.)小包、包裹
parcel,(v.)分、分配
pardon,(n.)原諒、饒恕、寬恕、赦免
pardon,(v.)寬恕
parent,(n.)雙親之一
park,(n.)公園
park,(v.)停放車輛、 放置
parliament,(n.)議會、國會
parlor,(n.)客廳、接待室
parrot,(v.)機械地模仿
parrot,(n.)鸚鵡
part,(v.)使分開、使分離、斷裂、告別
part,(n.)部份
partial,(adj.)部分的、局部的、不完全的
participant,(n.)關係者、參與者
participate,(v.)參加、參與
participation,(n.)參加
participle,(n.)分詞
particle,(n.)微粒、顆粒
particular,(adj.)特殊的、
partly,(adv.)部分地
partner,(n.)夥伴
partnership,(n.)合夥(或合作)關係
party,(v.)開派對、參加派對
party,(n.)派對
pass,(v.)及格、經過、超過、傳遞
